1,52,91
2,58,122
3,63,616
4,82,84
5,56,768
6,15,350
7,31,21
8,12,414
9,96,555
10,111,813
11,92,467
12,82,309
13,65,644
14,18,689
15,28,34
16,34,552
17,16,383
18,86,327
19,53,577
20,53,167
21,114,479
22,46,376
23,108,728
24,99,321
25,24,753
26,9,441
27,38,652
28,11,289
29,66,758
30,112,540
31,33,432
32,86,823
33,23,444
34,109,99
35,39,525
36,41,232
37,21,183
38,89,1
39,111,758
40,26,103
41,43,345
42,27,670
43,91,521
44,92,813
45,7,44
46,10,658
47,108,403
48,100,785
49,7,318
50,21,273
51,65,93
52,59,625
53,11,536
54,112,127
55,97,168
56,49,39
57,43,599
58,63,635
59,23,269
60,45,384
61,4,168
62,82,93
63,80,535
64,23,285
65,98,763
66,38,486
67,98,385
68,103,667
69,25,358
70,80,691
71,72,0
72,84,3
73,109,344
74,98,555
75,103,347
76,7,455
77,65,172
78,74,520
79,93,382
80,114,11
81,74,507
82,59,200
83,62,395
84,85,24
85,50,467
86,77,115
87,17,503
88,73,495
89,59,235
90,61,608
91,64,567
92,83,266
93,14,353
94,58,710
95,25,266
96,79,15
97,14,40
98,114,185
99,80,400
100,46,671
101,75,259
102,48,394
103,93,36
104,79,274
105,68,554
106,3,464
107,14,184
108,35,777
109,58,616
110,17,357
111,46,677
112,76,496
113,33,679
114,56,100
115,11,227
116,43,281
117,51,340
118,92,475
119,89,323
120,81,82
121,26,142
122,105,269
123,14,664
124,7,568
125,50,382
126,46,140
127,46,393
128,43,356
129,46,335
130,70,120
131,70,797
132,32,484
133,46,198
134,104,429
135,55,485
136,95,28
137,70,96
138,82,124
139,109,517
140,104,61
141,70,425
142,9,416
143,48,524
144,45,365
145,33,3
146,66,296
147,6,598
148,31,149
149,100,259
150,66,463
151,58,566
152,17,396
153,102,24
154,9,194
155,4,205
156,85,158
157,115,619
158,58,595
159,10,678
160,100,220
161,89,620
162,88,377
163,32,676
164,51,298
165,91,351
166,69,435
167,15,265
168,19,581
169,51,663
170,35,366
171,79,814
172,102,452
173,90,362
174,41,676
175,45,274
176,50,283
177,19,173
178,3,803
179,65,102
180,30,442
181,6,474
182,22,516
183,76,612
184,61,2
185,7,286
186,108,697
187,88,643
188,7,284
189,19,89
190,81,126
191,51,353
192,90,86
193,109,362
194,18,410
195,78,145
196,64,674
197,32,385
198,28,709
199,113,773
200,21,712
201,34,706
202,50,178
203,12,109
204,28,238
205,32,210
206,2,744
207,86,365
208,109,380
209,93,639
210,42,790
211,11,705
212,4,59
213,14,725
214,103,486
215,80,299
216,35,128
217,0,141
218,8,505
219,108,566
220,42,409
221,24,189
222,22,663
223,17,154
224,12,779
225,6,693
226,19,566
227,105,196
228,0,818
229,31,131
230,22,315
231,14,403
232,1,407
233,40,53
234,102,745
235,105,475
236,18,435
237,36,631
238,105,329
239,51,629
240,83,634
241,62,36
242,102,643
243,33,422
244,108,421
245,96,173
246,23,705
247,6,26
248,115,329
249,31,302
250,42,148
251,29,246
252,87,365
253,71,390
254,68,179
255,53,327
256,73,487
257,113,606
258,97,219
259,78,514
260,49,514
261,81,763
262,107,361
263,36,400
264,71,710
265,52,592
266,42,479
267,6,156
268,84,25
269,53,347
270,16,598
271,8,536
272,101,579
273,83,415
274,58,460
275,110,371
276,67,484
277,19,794
278,44,617
279,6,694
280,22,722
281,106,669
282,110,632
283,25,287
284,19,283
285,72,805
286,87,199
287,1,38
288,59,815
289,35,15
290,16,655
291,13,435
292,10,618
293,87,695
294,64,531
295,84,177
296,71,777
297,21,665
298,24,692
299,74,415
300,5,551
301,114,23
302,103,552
303,37,478
304,31,758
305,18,813
306,49,58
307,59,248
308,26,646
309,14,391
310,85,382
311,26,695
312,35,14
313,18,591
314,112,302
315,3,58
316,86,29
317,58,251
318,7,314
319,40,711
320,24,415
321,65,276
322,74,577
323,31,812
324,14,617
325,105,773
326,35,601
327,72,210
328,108,126
329,79,488
330,53,791
331,32,160
332,101,220
333,41,21
334,99,15
335,11,509
336,93,285
337,10,553
338,72,109
339,69,389
340,109,562
341,108,460
342,66,26
343,0,71
344,64,630
345,35,368
346,40,503
347,15,460
348,105,683
349,7,240
350,85,642
351,85,671
352,73,174
353,94,725
354,9,633
355,115,576
356,114,534
357,21,720
358,88,221
359,65,332
360,4,502
361,115,397
362,42,357
363,109,277
364,33,728
365,59,403
366,109,402
367,44,804
368,97,205
369,32,1
370,93,463
371,12,3
372,17,43
373,54,167
374,115,125
375,30,75
376,29,704
377,91,86
378,43,667
379,22,723
380,91,603
381,13,790
382,67,58
383,21,733
384,69,706
385,8,470
386,87,192
387,18,332
388,105,262
389,78,430
390,80,818
391,96,213
392,78,760
393,53,576
394,75,254
395,102,318
396,94,274
397,12,470
398,13,436
399,35,414
400,40,452
401,54,445
402,20,458
403,50,539
404,66,761
405,21,762
406,0,316
407,58,233
408,51,51
409,18,236
410,50,23
411,15,379
412,23,633
413,80,818
414,114,328
415,85,557
416,28,245
417,91,792
418,49,127
419,85,726
420,80,95
421,17,762
422,66,287
423,35,288
424,78,216
425,22,329
426,81,264
427,68,556
428,102,142
429,103,738
430,111,367
431,3,250
432,55,574
433,52,733
434,28,722
435,38,687
436,93,228
437,5,316
438,31,778
439,62,463
440,36,425
441,92,664
442,3,213
443,34,151
444,106,144
445,107,702
446,62,379
447,85,65
448,19,680
449,7,711
450,53,536
451,64,402
452,70,410
453,9,526
454,39,351
455,46,371
456,11,247
457,105,372
458,105,377
459,63,702
460,39,773
461,37,702
462,11,425
463,96,116
464,85,759
465,99,230
466,82,137
467,57,720
468,75,661
469,66,799
470,46,512
471,107,798
472,3,75
473,61,708
474,72,73
475,7,160
476,77,151
477,44,288
478,58,300
479,20,385
480,23,165
481,18,515
482,63,783
483,7,362
484,38,608
485,33,378
486,16,745
487,85,61
488,29,690
489,108,718
490,77,737
491,97,200
492,26,611
493,46,459
494,90,446
495,61,694
496,87,25
497,64,222
498,12,631
499,22,245
500,15,600
501,27,396
502,49,682
503,46,416
504,25,564
505,77,474
506,31,394
507,56,259
508,54,628
509,101,689
510,95,100
511,4,601
512,33,104
513,42,397
514,22,687
515,30,131
516,8,606
517,84,631
518,42,388
519,50,785
520,15,34
521,33,436
522,31,410
523,65,448
524,73,620
525,80,720
526,44,474
527,33,331
528,35,335
529,57,160
530,19,816
531,14,548
532,10,804
533,20,772
534,32,507
535,61,512
536,85,614
537,98,242
538,1,323
539,15,133
540,85,146
541,75,785
542,23,286
543,62,556
544,62,99
545,17,704
546,52,570
547,12,395
548,106,513
549,62,505
550,74,519
551,6,378
552,32,277
553,50,612
554,3,635
555,4,520
556,6,270
557,67,267
558,56,618
559,92,67
560,34,515
561,22,560
562,48,823
563,13,559
564,73,151
565,33,621
566,81,412
567,94,230
568,17,488
569,67,253
570,29,681
571,45,199
572,24,239
573,42,221
574,24,321
575,20,141
576,85,129
577,76,464
578,2,609
579,79,608
580,80,731
581,28,546
582,12,801
583,42,42
584,15,568
585,17,114
586,14,570
587,16,376
588,45,133
589,63,4
590,40,793
591,14,55
592,19,269
593,103,109
594,45,33
595,87,296
596,74,672
597,52,458
598,85,756
599,1,34
600,49,93
601,10,653
602,75,317
603,85,85
604,60,355
605,15,216
606,38,344
607,23,33
608,35,661
609,110,104
610,64,680
611,77,9
612,45,557
613,0,551
614,8,683
615,97,584
616,106,809
617,3,262
618,14,496
619,95,703
620,38,331
621,21,478
622,23,172
623,35,346
624,5,723
625,96,268
626,26,508
627,61,375
628,90,736
629,34,334
630,28,590
631,115,452
632,47,44
633,51,128
634,99,467
635,71,619
636,100,741
637,83,385
638,73,601
639,69,309
640,94,157
641,104,315
642,50,603
643,13,496
644,21,715
645,14,760
646,65,97
647,81,416
648,15,561
649,34,645
650,82,172
651,91,354
652,111,304
653,48,581
654,54,584
655,42,79
656,48,791
657,68,4
658,5,55
659,12,487
660,102,214
661,62,542
662,96,39
663,53,324
664,47,800
665,31,181
666,26,475
667,76,820
668,54,543
669,9,91
670,55,612
671,109,189
672,5,363
673,88,243
674,52,582
675,26,0
676,38,55
677,6,567
678,100,258
679,70,809
680,98,582
681,87,149
682,84,267
683,81,227
684,104,577
685,1,753
686,38,228
687,77,199
688,96,818
689,61,222
690,86,123
691,41,486
692,116,472
693,72,760
694,100,367
695,53,73
696,48,103
697,71,161
698,4,797
699,12,441
700,32,711
701,98,333
702,70,798
703,9,495
704,105,28
705,16,228
706,90,397
707,46,119
708,9,505
709,79,179
710,77,803
711,32,123
712,68,642
713,99,141
714,93,217
715,1,275
716,57,306
717,97,222
718,101,682
719,56,639
720,22,399
721,108,680
722,45,465
723,38,23
724,42,628
725,53,8
726,100,354
727,70,442
728,3,804
729,102,550
730,20,591
731,10,816
732,64,217
733,63,395
734,96,414
735,49,224
736,57,700
737,50,590
738,73,146
739,46,219
740,13,530
741,34,350
742,45,608
743,109,358
744,37,154
745,83,6
746,98,574
747,14,228
748,81,29
749,28,432
750,75,731
751,22,140
752,43,137
753,66,546
754,68,508
755,2,701
756,50,248
757,19,554
758,28,51
759,75,282
760,81,43
761,27,467
762,42,548
763,69,390
764,90,493
765,84,253
766,77,756
767,69,145
768,41,142
769,99,787
770,105,394
771,77,188
772,105,683
773,61,564
774,105,630
775,91,595
776,45,475
777,38,376
778,109,446
779,22,236
780,91,32
781,62,174
782,74,609
783,10,233
